sent;sentcorrect;level
Wenn der Konflikt dennoch nicht vermieden werden kann, werde ich nach Kompromissen suchen.;Wenn der Konflikt dennoch nicht vermieden würden kann, werde ich nach Kompromissen suchen.;1
Und über solche Qualität wie Gastfreundschaft kann man oft über das russische Volk hören.;Und über solche Besonderheit wie Gastfreundschaft kann man oft über das russische Volk hören.;2
Und diese Qualität trifft definitiv auf mich zu.;Und diese Eigenschaft trifft definitiv auf mich zu.;2
Allein kann ich sagen, dass ich diese Eigenschaft habe.;Ich kann bloß sagen, dass ich diese Eigenschaft habe.;2
Ich kann bloß sagen, dass ich diese Qualität habe.;Ich kann bloß sagen, dass ich diese Eigenschaft habe.;2
Irgendwo nehme ich etwas billigeres, ich nehme mehr Essen am Buffet, wo es keine Kontrolle gibt, ich kaufe kein Ticket und reise kostenlos.;Egal wo nehme ich etwas billigeres, ich nehme mehr Essen am Buffet, wo es keine Kontrolle gibt, ich kaufe kein Ticket und reise kostenlos.;2
Egal wo ich nehme etwas billigeres, ich nehme mehr Essen am Buffet, wo es keine Kontrolle gibt, ich kaufe kein Ticket und reise kostenlos.;Egal wo nehme ich etwas billigeres, ich nehme mehr Essen am Buffet, wo es keine Kontrolle gibt, ich kaufe kein Ticket und reise kostenlos.;1
Egal wo nehme ich etwas billigeres, ich nehme mehr Essen am Buffet, wo es keine Controller gibt, ich kaufe kein Ticket und reise kostenlos.;Egal wo nehme ich etwas billigeres, ich nehme mehr Essen am Buffet, wo es keine Kontrolle gibt, ich kaufe kein Ticket und reise kostenlos.;2
Ich denke auch dass es für Russen nicht typisch ist, dass sie für sich selbt, für die eigene Gesundheit, für die Umwelt usw. viel sorgen.;Ich denke auch, dass es für Russen nicht typisch ist, dass sie für sich selbt, für die eigene Gesundheit, für die Umwelt usw. viel sorgen.;0
Ich denke auch, dass es für Russen nicht typisch ist, für eine Qualität wie übermäßige Sorge um sich selbst, um die eigene Gesundheit, um die Umwelt usw.;Ich denke auch, dass es für Russen nicht typisch ist, dass sie für sich selbt, für die eigene Gesundheit, für die Umwelt usw. viel sorgen.;2
Und auch das ist meiner Meinung nach aus der Vergangenheit verschwunden.;Und auch das ist meiner Meinung nach aus der Vergangenheit entstanden.;2
Und gegenwärtig haben auch viele Russen diese Qualität, da viele einfach nicht genug Geld haben, um für sich selbst zu sorgen.;Und gegenwärtig haben auch viele Russen diese Eigenschaft, da viele einfach nicht genug Geld haben, um für sich selbst zu sorgen.;2
Und allein kann ich sagen, dass ich auch diese Eigenschaft habe, aber hier ist das Problem nicht finanziell, sondern die Tatsache, dass dies von Kindheit an, von der Schule in uns ist, keine wichitge Bedeutung der Gesundheit, Ökologie usw beizumessen.;Und nun kann ich sagen, dass ich auch diese Eigenschaft habe, aber hier ist das Problem nicht finanziell, sondern die Tatsache, dass dies von Kindheit an, von der Schule in uns ist, keine wichitge Bedeutung der Gesundheit, Ökologie usw beizumessen.;2
Und nun kann ich sagen, dass ich auch diese Qualität habe, aber hier ist das Problem nicht finanziell, sondern die Tatsache, dass dies von Kindheit an, von der Schule in uns ist, keine wichitge Bedeutung der Gesundheit, Ökologie usw beizumessen.;Und nun kann ich sagen, dass ich auch diese Eigenschaft habe, aber hier ist das Problem nicht finanziell, sondern die Tatsache, dass dies von Kindheit an, von der Schule in uns ist, keine wichitge Bedeutung der Gesundheit, Ökologie usw beizumessen.;2
Und nun kann ich sagen, dass ich auch diese Eigenschaft habe, aber hier ist das Problem nicht finanziell, sondern die Tatsache, dass dies von Kindheit an, von der Schule in uns ist, legen sie nicht die Bedeutung von Gesundheit, Ökologie usw.;Und nun kann ich sagen, dass ich auch diese Eigenschaft habe, aber hier ist das Problem nicht finanziell, sondern die Tatsache, dass dies von Kindheit an, von der Schule in uns ist, keine wichitge Bedeutung der Gesundheit, Ökologie usw beizumessen.;2
Wir sind alle völlig unterschiedlich und wir haben alle völlig unterschiedliche Qualitäten, aber auch so viel hängt von dem Land ab, in dem eine Person lebt.;Wir sind alle völlig unterschiedlich und wir haben alle völlig unterschiedliche Eigenschaften, aber auch so viel hängt von dem Land ab, in dem eine Person lebt.;2
Natürlich können Sie versuchen, Ihre Qualitäten zu ändern, sich an eine andere Kultur anzupassen, aber dennoch werden einige Anzeichen Ihrer einheimischen Kultur auftreten.;Natürlich können Sie versuchen, Ihre Eigenschaften zu ändern, sich an eine andere Kultur anzupassen, aber dennoch werden einige Anzeichen Ihrer einheimischen Kultur auftreten.;2
Menschen aus verschiedenen Ländern mit denen ich, zum Beispiel, während meines Studiums in Finnland kommuniziert habe, haben dies bei mir bemerkt.;Menschen aus verschiedenen Ländern, mit denen ich, zum Beispiel, während meines Studiums in Finnland kommuniziert habe, haben dies bei mir bemerkt.;0
Menschen aus verschiedenen Ländern mit denen ich, zum Beispiel, während meines Studiums in Finnland kommuniziert habe, haben dies bei mir bemerkt.;Menschen aus verschiedenen Ländern, mit denen ich, zum Beispiel, während meines Studiums in Finnland kommuniziert habe, haben dies bei mir bemerkt.;0
Zum Beispiel war es lustig zu sehen, dass der Unterschied in den Kulturen auch in solchen Situationen sichtbar ist, in denen Menschen Essen wählen, essen.;Zum Beispiel war es lustig zu sehen, dass der Unterschied in den Kulturen auch in solchen Situationen sichtbar ist, in denen Menschen Essen wählen,.;1
Darüber hinaus gibt es eine solche Eigenschaft, dass die Russen daran gewöhnt sind, alles zu essen, was auf dem Teller steht.;Darüber hinaus gibt es eine solche Eigenschaft, dass die Russen daran gewöhnt sind, alles zu essen, was auf dem Teller liegt.;1
Wenn ich diese Faktoren zusammenfasse, dass ich mich genauso verhalten habe wie andere Russen, kann ich mich als russische Nationalität betrachten.;Wenn ich diese Faktoren zusammenfasse, dass ich mich genauso verhalten habe wie andere Russen, kann ich mich als Vertreterin russischer Nationalität betrachten.;1
Das alles beschreibt mich als russisch.;Das alles beschreibt mich als Russin.;1
Ich versuche immer, rentablere Reisemöglichkeiten zu wählen, um irgendwo zu sparen.;Ich versuche immer, günstigere Reisemöglichkeiten zu wählen, um irgendwo zu sparen.;1
Es ist gewöhnlich für mich, andere Dinge und Make-up zu tragen, Maniküre zu machen und verschiedene Schönheitsbehandlungen anzuwenden.;Es ist gewöhnlich für mich, jeden Tag andere Dinge und Make-up zu tragen, Maniküre zu machen und verschiedene Schönheitsbehandlungen anzuwenden.;1
Es ist gewöhnlich für mich, jeden Tag andere Dinge und Make-up zu tragen, Maniküre zu machen und verschiedene Verfahren anzuwenden.;Es ist gewöhnlich für mich, jeden Tag andere Dinge und Make-up zu tragen, Maniküre zu machen und verschiedene Schönheitsbehandlungen anzuwenden.;1
Harry stellt ihm Fragen, spricht höflich an, was bedeutet, dass er ihn respektiert.;Harry stellt ihm Fragen, spricht ihn höflich an, was bedeutet, dass er ihn respektiert.;1
Er hält ihn für einen großartigen Geistern.;Er hält ihn für einen großartigen Geist.;1
Goethe ist Harrys Autorität.;Goethe ist Harrys Vorbild.;1
Darüber hinaus wird ihm klar, dass es notwendig ist, in der Gesellschaft zu leben: ohne es ist es schwierig.;Darüber hinaus wird ihm klar, dass es notwendig ist, in der Gesellschaft zu leben: sonst ist es schwierig.;1
Seiner Meinung nach gibt es Musik unsterblich, und es gibt unseriöse Musik.;"Seiner Meinung nach gibt es ""unsterbliche"" Musik, und es gibt unseriöse Musik.";1
Maria ist eine Frau, die ihm vorher nicht passen würde, weil sie seinen früheren Anforderungen nicht gerecht wäre.;Maria ist eine Frau, die ihm vorher nicht gepasst hätte, weil sie seinen früheren Anforderungen nicht gerecht wäre.;1
Maria ist eine Frau, die ihm vorher nicht gepasst hätte, da sie seinen früheren Anforderungen nicht gerecht wäre.;Maria ist eine Frau, die ihm vorher nicht gepasst hätte, weil sie seinen früheren Anforderungen nicht gerecht wäre.;0
Maria ist eine Frau, die ihm vorher nicht gepasst hätte, weil sie seinen früheren Anforderungen nicht gerecht würde.;Maria ist eine Frau, die ihm vorher nicht gepasst hätte, weil sie seinen früheren Anforderungen nicht gerecht wäre.;1
- Was erklärt Harry an Hermina: womit ist er unzufrieden?;- Was erklärt Harry an Hermine: womit ist er unzufrieden?;0
Harry Haller scheint mir einen verlorenen, einsamen Mann zu sein, der die Gründe fürs Leben kaum finden kann.;Harry Haller scheint mir ein verlorener, einsamer Mann zu sein, der die Gründe fürs Leben kaum finden kann.;1
Harry Haller scheint mir ein verlorener, einsamer Mann, der die Gründe fürs Leben kaum finden kann.;Harry Haller scheint mir ein verlorener, einsamer Mann zu sein, der die Gründe fürs Leben kaum finden kann.;1
Ich glaube, er fühlt sichüberflüssig in dieser Welt, aber er ist vielleicht nicht so mutig, sonst entscheidet er sich, sich ums Leben zu bringen.;Ich glaube, er fühlt überflüssig in dieser Welt, aber er ist vielleicht nicht so mutig, sonst entscheidet er sich, sich ums Leben zu bringen.;1
Er stellt sehr furchtsam und vorsichtig zu Fremden.;Er stellt sich sehr furchtsam und vorsichtig zu Fremden.;1
Er ist genug klug und erfahren, aber sieht von, als ob er nicht aus dieser Welt ist.;Er ist klug und erfahren genug, aber sieht von, als ob er nicht aus dieser Welt ist.;0
Er ist klug und erfahren genug, aber sieht aus, als ob er nicht aus dieser Welt ist.;Er ist klug und erfahren genug, aber sieht von, als ob er nicht aus dieser Welt ist.;1
Zuerst stellt der Erzähler zu Haller vorsichtig und sogar ein bisschen feindlich, aber dann wird Vorsicht durch Sympathie ersetzt, die auf großer Anteilnahme für diesen leidenden Menschen beruht, der es nicht geschafft hat, den ganzen Reichtum seiner Kräfte in einer Welt zu offenbaren, in der alles auf der Unterdrückung des persönlichen Willens beruht.;Zuerst stellt sich der Erzähler zu Haller vorsichtig und sogar ein bisschen feindlich, aber dann wird Vorsicht durch Sympathie ersetzt, die auf großer Anteilnahme für diesen leidenden Menschen beruht, der es nicht geschafft hat, den ganzen Reichtum seiner Kräfte in einer Welt zu offenbaren, in der alles auf der Unterdrückung des persönlichen Willens beruht.;1
Ich vermute, er könnte glücklich sein, sogar verheiratet sein, aber nach irgendwelchem Unfall hat er seine Familie verloren, und als Folge davon verlöre er Geschmack vom Leben.;Ich vermute, er könnte glücklich sein, sogar verheiratet sein, aber nach irgendwelchem Unfall hat er seine Familie und als Folge davon Geschmack vom Leben verloren.;1
Das Ziel des Magischen Theaters ist die Hilfe dem Helden seine bisherige Lebenseinstellung zu überdenken und die Teile, die ihn in seiner persönlichen Entwicklung hemmen, aufzugeben.;Das Ziel des Magischen Theaters ist es, dem Helden zu helfen, seine bisherige Lebenseinstellung zu überdenken und die Teile, die ihn in seiner persönlichen Entwicklung hemmen, aufzugeben.;1
Im vierten Raum wird der Held vor 35 Jahren transportiert.;Im vierten Raum wird der Held in die Zeit vor 35 Jahren transportiert.;1
Das Thema Liebe wird im nächsten Raum fortgesetzt.;Das Thema der Liebe wird im nächsten Raum fortgesetzt.;1
Und danach ist im siebenten Raum die symbolische Auferstehung.;Und danach ist im siebten Raum die symbolische Auferstehung.;0
Der Held beginnt, die Bedeutung des Zaubertheaters und alles, was darin geschieht, zu verstehen und aus verschiedenen Positionen, um sich selbst und sein Leben zu bewerten.;Der Held beginnt, die Bedeutung des Zaubertheaters und alles, was darin geschieht, zu verstehen und aus verschiedenen Positionen sich selbst und sein Leben zu bewerten.;1
Er findet Harmonie nachdem er sich mit seiner Dualität, mit seinem Wolf abfinden konnte.;Er findet Harmonie, nachdem er sich mit seiner Dualität, mit seinem Wolf abfinden konnte.;0
Die Musik aus Don Giovanni ist die Form von H. Hesses Darstellung des Weges zu sich selbst.;Die Musik aus Don Juan ist die Form von H. Hesses Darstellung des Weges zu sich selbst.;1
Die Musik aus Don Juan ist die Formen von H. Hesses Darstellung des Weges zu sich selbst.;Die Musik aus Don Juan ist die Form von H. Hesses Darstellung des Weges zu sich selbst.;1
Die Musik aus Don Juan ist die Form von H. Hesse Darstellung des Weges zu sich selbst.;Die Musik aus Don Juan ist die Form von H. Hesses Darstellung des Weges zu sich selbst.;1
Am Ende des Romans erkennt Harry, dass Pablo und Mozart ein und dieselbe Figur sind, weil Geist und Körper, Sinnlichkeit und Intellekt nicht trennen werden können.;Am Ende des Romans erkennt Harry, dass Pablo und Mozart ein und dieselbe Figur sind, weil Geist und Körper, Sinnlichkeit und Intellekt nicht getrennt werden können.;1
Am Ende des Romans erkennt Harry, dass Pablo und Mozart ein und dieselbe Figur sind, weil Geist und Körper, Sinnlichkeit und Intellekt nicht getrennt können werden.;Am Ende des Romans erkennt Harry, dass Pablo und Mozart ein und dieselbe Figur sind, weil Geist und Körper, Sinnlichkeit und Intellekt nicht getrennt werden können.;1
Es gibt einige Szene, die ich gerne verpassen möchte.;Es gibt einige Szenen, die ich gerne verpassen möchte.;1
Araukarie assoziiert bei ihm mit einem Leben voll Anstand und Gesundheit, mit Frühaufstehen, Pflichterfüllung, gemäßigt heitern Familienfesten, sonntäglichem Kirchgang und frühem Schlafengehen.;Araukarie assoziiert er mit einem Leben voll Anstand und Gesundheit, mit Frühaufstehen, Pflichterfüllung, gemäßigt heitern Familienfesten, sonntäglichem Kirchgang und frühem Schlafengehen.;1
Araukarie assoziiert er mit ein Leben voll Anstand und Gesundheit, mit Frühaufstehen, Pflichterfüllung, gemäßigt heitern Familienfesten, sonntäglichem Kirchgang und frühem Schlafengehen.;Araukarie assoziiert er mit einem Leben voll Anstand und Gesundheit, mit Frühaufstehen, Pflichterfüllung, gemäßigt heitern Familienfesten, sonntäglichem Kirchgang und frühem Schlafengehen.;1
Wie kann man schon die Eigenschaften sehen, welche die Figur Hallers verkörpert: Trauer um den Verlust von Heimat und Geborgenheit, die Unmöglichkeit der Normalität, von Bürgerlichkeit, Leiden an der leeren Betriebsamkeit und Wichtigtuerei der Gegenwartspolitik und – kultur, Zivilisationsmüdigkeit und Kulturpessimismus.;Wie kann man schon die Eigenschaften sehen, welche die Figur Hallers verkörpert: Trauer um den Verlust von Heimat und Geborgenheit, die Unmöglichkeit der Normalität, von Bürgerlichkeit, Leiden an der leeren Betriebsamkeit und Wichtigtuerei der Gegenwartspolitik und – kultur, Zivilisationsmüdigkeit und Kulturpessimismus?;2
Man kann es durch seine Beziehung zum Leben, durch Verhältnis mit anderen, sogar intellektuellen Menschen und durch sein Benehmen.;Man kann es durch seine Beziehung zum Leben, durch Verhältnis mit anderen, sogar intellektuellen Menschen und durch sein Benehmen sehen.;1
